batting_team,bowling_team,city,target_score,current_score,balls_left,wickets_left,crr,rrr,toss_winner,toss_decision,powerplay,recent_performance,result
Chennai Super Kings,Mumbai Indians,Hyderabad,227,205,23,9,12.68,5.74,Mumbai Indians,bat,0,46,1
Gujarat Titans,Royal Challengers Bangalore,Kolkata,201,99,39,4,7.33,15.69,Gujarat Titans,field,0,55,0
Mumbai Indians,Punjab Kings,Bangalore,170,99,50,9,8.49,8.52,Punjab Kings,bat,0,56,1
Gujarat Titans,Sunrisers Hyderabad,Hyderabad,169,152,17,8,8.85,6.0,Gujarat Titans,field,0,52,1
Mumbai Indians,Gujarat Titans,Mumbai,184,53,76,9,7.23,10.34,Gujarat Titans,field,0,52,1
Rajasthan Royals,Mumbai Indians,Bangalore,151,50,66,9,5.56,9.18,Mumbai Indians,bat,0,50,1
Royal Challengers Bangalore,Mumbai Indians,Chandigarh,203,160,35,7,11.29,7.37,Mumbai Indians,field,0,33,1
Punjab Kings,Rajasthan Royals,Delhi,186,68,75,6,9.07,9.44,Punjab Kings,field,0,48,1
Rajasthan Royals,Mumbai Indians,Ahmedabad,210,163,8,1,8.73,35.25,Rajasthan Royals,field,0,35,0
Chennai Super Kings,Sunrisers Hyderabad,Chandigarh,168,83,56,7,7.78,9.11,Chennai Super Kings,bat,0,53,1
Kolkata Knight Riders,Punjab Kings,Chennai,217,90,72,10,11.25,10.58,Kolkata Knight Riders,field,0,30,1
Chennai Super Kings,Delhi Capitals,Ahmedabad,168,90,64,8,9.64,7.31,Chennai Super Kings,bat,0,45,1
Royal Challengers Bangalore,Chennai Super Kings,Kolkata,222,221,5,6,11.53,1.2,Chennai Super Kings,bat,0,35,1
Kolkata Knight Riders,Punjab Kings,Lucknow,182,155,9,8,8.38,18.0,Punjab Kings,bat,0,47,1
Lucknow Super Giants,Delhi Capitals,Bangalore,192,67,74,10,8.74,10.14,Delhi Capitals,field,0,36,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Mumbai,141,99,33,7,6.83,7.64,Sunrisers Hyderabad,field,0,60,1
Gujarat Titans,Punjab Kings,Bangalore,180,116,53,9,10.39,7.25,Gujarat Titans,field,0,57,1
Lucknow Super Giants,Mumbai Indians,Lucknow,169,100,47,2,8.22,8.81,Mumbai Indians,field,0,57,1
Royal Challengers Bangalore,Lucknow Super Giants,Lucknow,224,168,32,2,11.45,10.5,Royal Challengers Bangalore,field,0,51,0
Punjab Kings,Chennai Super Kings,Bangalore,227,173,23,2,10.7,14.09,Chennai Super Kings,field,0,34,1
Rajasthan Royals,Gujarat Titans,Jaipur,197,116,54,4,10.55,9.0,Gujarat Titans,field,0,48,1
Royal Challengers Bangalore,Lucknow Super Giants,Mumbai,195,141,36,5,10.07,9.0,Lucknow Super Giants,field,0,28,1
Gujarat Titans,Punjab Kings,Bangalore,162,58,81,8,8.92,7.7,Gujarat Titans,bat,0,32,1
Lucknow Super Giants,Gujarat Titans,Lucknow,206,122,48,2,10.17,10.5,Gujarat Titans,field,0,33,1
Kolkata Knight Riders,Lucknow Super Giants,Jaipur,157,105,14,3,5.94,22.29,Kolkata Knight Riders,field,0,55,0
Chennai Super Kings,Delhi Capitals,Kolkata,166,165,8,8,8.84,0.75,Chennai Super Kings,bat,0,53,1
Chennai Super Kings,Lucknow Super Giants,Chennai,196,160,38,6,11.71,5.68,Lucknow Super Giants,bat,0,43,1
Lucknow Super Giants,Rajasthan Royals,Jaipur,153,85,55,5,7.85,7.42,Rajasthan Royals,field,0,56,1
Kolkata Knight Riders,Royal Challengers Bangalore,Lucknow,229,165,11,6,9.08,34.91,Royal Challengers Bangalore,bat,0,38,0
Delhi Capitals,Lucknow Super Giants,Bangalore,195,91,64,10,9.75,9.75,Delhi Capitals,field,0,26,1
Delhi Capitals,Punjab Kings,Hyderabad,161,52,78,7,7.43,8.38,Punjab Kings,bat,0,40,1
Punjab Kings,Sunrisers Hyderabad,Chandigarh,175,162,5,10,8.45,15.6,Punjab Kings,bat,0,47,1
Chennai Super Kings,Kolkata Knight Riders,Delhi,198,139,38,2,10.17,9.32,Kolkata Knight Riders,bat,0,28,0
Gujarat Titans,Delhi Capitals,Mumbai,210,79,69,7,9.29,11.39,Gujarat Titans,field,0,63,1
Gujarat Titans,Punjab Kings,Chennai,214,60,78,7,8.57,11.85,Punjab Kings,field,0,31,1
Gujarat Titans,Sunrisers Hyderabad,Mumbai,149,30,90,10,6.0,7.93,Sunrisers Hyderabad,bat,1,30,1
Mumbai Indians,Gujarat Titans,Ahmedabad,177,117,23,10,7.24,15.65,Gujarat Titans,field,0,45,1
Gujarat Titans,Rajasthan Royals,Bangalore,146,75,36,5,5.36,11.83,Gujarat Titans,field,0,46,1
Delhi Capitals,Mumbai Indians,Chandigarh,157,103,45,9,8.24,7.2,Delhi Capitals,field,0,38,1
Sunrisers Hyderabad,Delhi Capitals,Mumbai,164,49,74,9,6.39,9.32,Sunrisers Hyderabad,bat,0,29,1
Sunrisers Hyderabad,Mumbai Indians,Mumbai,160,45,77,6,6.28,8.96,Mumbai Indians,bat,0,40,1
Gujarat Titans,Punjab Kings,Mumbai,184,138,10,2,7.53,27.6,Gujarat Titans,field,0,25,0
Mumbai Indians,Punjab Kings,Chennai,141,134,24,5,8.38,1.75,Punjab Kings,field,0,26,1
Sunrisers Hyderabad,Rajasthan Royals,Mumbai,149,140,26,5,8.94,2.08,Sunrisers Hyderabad,field,0,25,1
Chennai Super Kings,Delhi Capitals,Hyderabad,183,69,74,5,9.0,9.24,Delhi Capitals,bat,0,45,1
Punjab Kings,Mumbai Indians,Bangalore,152,98,30,3,6.53,10.8,Mumbai Indians,bat,0,62,0
Sunrisers Hyderabad,Delhi Capitals,Chennai,208,133,42,4,10.23,10.71,Sunrisers Hyderabad,field,0,40,1
Rajasthan Royals,Lucknow Super Giants,Bangalore,191,121,25,1,7.64,16.8,Lucknow Super Giants,bat,0,41,0
Royal Challengers Bangalore,Punjab Kings,Ahmedabad,180,113,19,1,6.71,21.16,Royal Challengers Bangalore,bat,0,36,0
Mumbai Indians,Rajasthan Royals,Ahmedabad,157,117,32,3,7.98,7.5,Mumbai Indians,bat,0,54,1
Kolkata Knight Riders,Chennai Super Kings,Ahmedabad,184,51,82,7,8.05,9.73,Kolkata Knight Riders,field,0,51,1
Kolkata Knight Riders,Mumbai Indians,Chennai,149,148,4,9,7.66,1.5,Mumbai Indians,field,0,56,1
Mumbai Indians,Rajasthan Royals,Bangalore,189,66,74,6,8.61,9.97,Mumbai Indians,bat,0,41,1
Sunrisers Hyderabad,Rajasthan Royals,Mumbai,174,38,88,8,7.12,9.27,Rajasthan Royals,bat,1,38,1
Punjab Kings,Mumbai Indians,Kolkata,147,76,62,4,7.86,6.87,Mumbai Indians,field,0,55,1
Delhi Capitals,Punjab Kings,Mumbai,177,67,61,6,6.81,10.82,Delhi Capitals,field,0,33,1
Chennai Super Kings,Delhi Capitals,Mumbai,203,201,20,10,12.06,0.6,Delhi Capitals,bat,0,50,1
Delhi Capitals,Sunrisers Hyderabad,Mumbai,216,174,36,1,12.43,7.0,Sunrisers Hyderabad,bat,0,33,1
Mumbai Indians,Gujarat Titans,Kolkata,145,97,22,5,5.94,13.09,Mumbai Indians,field,0,63,1
Chennai Super Kings,Mumbai Indians,Hyderabad,190,152,5,9,7.93,45.6,Mumbai Indians,bat,0,50,0
Punjab Kings,Chennai Super Kings,Hyderabad,164,116,19,3,6.89,15.16,Punjab Kings,bat,0,52,0
Rajasthan Royals,Kolkata Knight Riders,Chennai,159,158,16,2,9.12,0.38,Kolkata Knight Riders,bat,0,53,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Delhi,182,147,39,9,10.89,5.38,Royal Challengers Bangalore,field,0,39,1
Rajasthan Royals,Royal Challengers Bangalore,Bangalore,157,85,63,8,8.95,6.86,Royal Challengers Bangalore,bat,0,49,1
Mumbai Indians,Kolkata Knight Riders,Hyderabad,161,158,13,6,8.86,1.38,Mumbai Indians,field,0,37,1
Gujarat Titans,Mumbai Indians,Bangalore,207,100,48,3,8.33,13.38,Mumbai Indians,bat,0,27,0
Delhi Capitals,Rajasthan Royals,Ahmedabad,218,140,28,3,9.13,16.71,Delhi Capitals,field,0,50,1
Royal Challengers Bangalore,Punjab Kings,Kolkata,176,123,4,8,6.36,79.5,Royal Challengers Bangalore,field,0,26,0
Gujarat Titans,Lucknow Super Giants,Jaipur,155,62,79,9,9.07,7.06,Lucknow Super Giants,bat,0,41,1
Delhi Capitals,Sunrisers Hyderabad,Jaipur,215,52,80,9,7.8,12.22,Sunrisers Hyderabad,field,0,40,1
Punjab Kings,Chennai Super Kings,Lucknow,140,39,74,6,5.09,8.19,Punjab Kings,bat,0,39,1
Lucknow Super Giants,Rajasthan Royals,Chandigarh,180,85,65,4,9.27,8.77,Rajasthan Royals,field,0,55,1
Lucknow Super Giants,Mumbai Indians,Bangalore,214,195,12,5,10.83,9.5,Lucknow Super Giants,field,0,56,1
Sunrisers Hyderabad,Lucknow Super Giants,Lucknow,201,123,24,3,7.69,19.5,Sunrisers Hyderabad,bat,0,48,0
Punjab Kings,Gujarat Titans,Hyderabad,167,88,65,7,9.6,7.29,Gujarat Titans,field,0,62,1
Gujarat Titans,Sunrisers Hyderabad,Hyderabad,220,152,24,2,9.5,17.0,Gujarat Titans,bat,0,57,0
Kolkata Knight Riders,Chennai Super Kings,Chandigarh,204,100,53,10,8.96,11.77,Chennai Super Kings,bat,0,50,1
Sunrisers Hyderabad,Delhi Capitals,Jaipur,201,135,10,5,7.36,39.6,Sunrisers Hyderabad,bat,0,54,0
Gujarat Titans,Delhi Capitals,Mumbai,162,83,68,10,9.58,6.97,Gujarat Titans,bat,0,41,1
Gujarat Titans,Kolkata Knight Riders,Chandigarh,166,85,45,6,6.8,10.8,Kolkata Knight Riders,bat,0,48,1
Chennai Super Kings,Gujarat Titans,Chennai,214,136,39,3,10.07,12.0,Chennai Super Kings,bat,0,34,0
Punjab Kings,Gujarat Titans,Mumbai,149,75,44,7,5.92,10.09,Punjab Kings,bat,0,47,1
Chennai Super Kings,Sunrisers Hyderabad,Chandigarh,144,62,50,5,5.31,9.84,Chennai Super Kings,field,0,62,1
Sunrisers Hyderabad,Lucknow Super Giants,Hyderabad,187,44,89,8,8.52,9.64,Lucknow Super Giants,bat,1,44,1
Royal Challengers Bangalore,Rajasthan Royals,Delhi,226,173,43,9,13.48,7.4,Rajasthan Royals,bat,0,47,1
Mumbai Indians,Lucknow Super Giants,Lucknow,180,89,62,10,9.21,8.81,Lucknow Super Giants,bat,0,32,1
Mumbai Indians,Chennai Super Kings,Lucknow,168,141,21,6,8.55,7.71,Chennai Super Kings,field,0,45,1
Royal Challengers Bangalore,Delhi Capitals,Jaipur,174,62,62,7,6.41,10.84,Royal Challengers Bangalore,bat,0,40,1
Delhi Capitals,Rajasthan Royals,Jaipur,151,50,75,10,6.67,8.08,Delhi Capitals,field,0,39,1
Delhi Capitals,Royal Challengers Bangalore,Mumbai,222,137,45,2,10.96,11.33,Delhi Capitals,bat,0,53,1
Gujarat Titans,Lucknow Super Giants,Ahmedabad,165,79,70,6,9.48,7.37,Lucknow Super Giants,field,0,63,1
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,160,114,31,1,7.69,8.9,Sunrisers Hyderabad,field,0,54,0
Punjab Kings,Royal Challengers Bangalore,Bangalore,225,224,6,9,11.79,1.0,Punjab Kings,field,0,51,1
Rajasthan Royals,Delhi Capitals,Lucknow,165,89,50,10,7.63,9.12,Rajasthan Royals,bat,0,51,1
Sunrisers Hyderabad,Kolkata Knight Riders,Jaipur,220,79,60,4,7.9,14.1,Kolkata Knight Riders,bat,0,26,0
Chennai Super Kings,Punjab Kings,Kolkata,158,84,40,7,6.3,11.1,Chennai Super Kings,field,0,56,1
Delhi Capitals,Mumbai Indians,Lucknow,196,111,23,2,6.87,22.17,Delhi Capitals,bat,0,60,0
Punjab Kings,Lucknow Super Giants,Chandigarh,206,100,69,5,11.76,9.22,Punjab Kings,bat,0,25,1
Mumbai Indians,Chennai Super Kings,Bangalore,227,86,65,9,9.38,13.02,Chennai Super Kings,bat,0,64,1
Punjab Kings,Rajasthan Royals,Lucknow,201,93,63,5,9.79,10.29,Punjab Kings,bat,0,59,1
Rajasthan Royals,Gujarat Titans,Jaipur,196,81,79,8,11.85,8.73,Rajasthan Royals,field,0,46,1
Mumbai Indians,Sunrisers Hyderabad,Lucknow,229,63,87,8,11.45,11.45,Sunrisers Hyderabad,bat,1,46,1
Chennai Super Kings,Punjab Kings,Hyderabad,179,72,65,5,7.85,9.88,Punjab Kings,field,0,46,1
Royal Challengers Bangalore,Kolkata Knight Riders,Lucknow,200,198,15,1,11.31,0.8,Kolkata Knight Riders,bat,0,42,1
Mumbai Indians,Gujarat Titans,Ahmedabad,170,107,53,5,9.58,7.13,Mumbai Indians,bat,0,32,1
Chennai Super Kings,Punjab Kings,Delhi,163,146,28,10,9.52,3.64,Chennai Super Kings,field,0,33,1
Lucknow Super Giants,Rajasthan Royals,Jaipur,208,97,65,5,10.58,10.25,Rajasthan Royals,bat,0,57,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Jaipur,218,127,40,8,9.53,13.65,Sunrisers Hyderabad,field,0,63,1
Punjab Kings,Delhi Capitals,Lucknow,146,66,51,7,5.74,9.41,Delhi Capitals,field,0,39,1
Kolkata Knight Riders,Royal Challengers Bangalore,Jaipur,146,145,7,5,7.7,0.86,Royal Challengers Bangalore,field,0,62,1
Delhi Capitals,Chennai Super Kings,Chandigarh,219,189,6,8,9.95,30.0,Delhi Capitals,bat,0,47,0
Gujarat Titans,Punjab Kings,Kolkata,143,91,25,9,5.75,12.48,Punjab Kings,bat,0,42,1
Kolkata Knight Riders,Gujarat Titans,Mumbai,190,118,53,9,10.57,8.15,Gujarat Titans,field,0,50,1
Mumbai Indians,Royal Challengers Bangalore,Chennai,151,150,5,7,7.83,1.2,Royal Challengers Bangalore,field,0,57,1
Royal Challengers Bangalore,Delhi Capitals,Delhi,213,110,63,6,11.58,9.81,Royal Challengers Bangalore,field,0,41,1
Kolkata Knight Riders,Sunrisers Hyderabad,Bangalore,200,157,11,10,8.64,23.45,Kolkata Knight Riders,field,0,55,0
Royal Challengers Bangalore,Delhi Capitals,Ahmedabad,185,62,77,7,8.65,9.58,Delhi Capitals,field,0,42,1
Sunrisers Hyderabad,Delhi Capitals,Mumbai,221,116,45,4,9.28,14.0,Delhi Capitals,field,0,56,1
Gujarat Titans,Kolkata Knight Riders,Bangalore,182,94,56,4,8.81,9.43,Gujarat Titans,bat,0,31,1
Kolkata Knight Riders,Lucknow Super Giants,Mumbai,202,127,51,6,11.04,8.82,Lucknow Super Giants,field,0,59,1
Royal Challengers Bangalore,Mumbai Indians,Chandigarh,140,41,87,9,7.45,6.83,Mumbai Indians,bat,1,40,1
Sunrisers Hyderabad,Gujarat Titans,Jaipur,221,183,35,1,12.92,6.51,Gujarat Titans,field,0,32,1
Rajasthan Royals,Chennai Super Kings,Hyderabad,221,57,80,6,8.55,12.3,Chennai Super Kings,field,0,53,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Mumbai,207,194,23,8,12.0,3.39,Sunrisers Hyderabad,field,0,33,1
Mumbai Indians,Delhi Capitals,Kolkata,227,209,18,3,12.29,6.0,Mumbai Indians,field,0,25,1
Delhi Capitals,Sunrisers Hyderabad,Chennai,166,90,61,5,9.15,7.48,Sunrisers Hyderabad,bat,0,42,1
Chennai Super Kings,Lucknow Super Giants,Kolkata,210,65,83,10,10.54,10.48,Chennai Super Kings,field,0,58,1
Lucknow Super Giants,Chennai Super Kings,Hyderabad,171,62,82,9,9.79,7.98,Chennai Super Kings,field,0,45,1
Royal Challengers Bangalore,Mumbai Indians,Bangalore,152,80,51,5,6.96,8.47,Royal Challengers Bangalore,field,0,51,1
Delhi Capitals,Chennai Super Kings,Jaipur,226,91,77,6,12.7,10.52,Delhi Capitals,field,0,60,1
Delhi Capitals,Chennai Super Kings,Bangalore,213,60,90,9,12.0,10.2,Delhi Capitals,field,1,44,1
Chennai Super Kings,Gujarat Titans,Ahmedabad,141,76,63,7,8.0,6.19,Chennai Super Kings,field,0,35,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,225,128,41,8,9.72,14.2,Royal Challengers Bangalore,field,0,62,1
Rajasthan Royals,Kolkata Knight Riders,Mumbai,212,70,74,8,9.13,11.51,Kolkata Knight Riders,field,0,64,1
Royal Challengers Bangalore,Lucknow Super Giants,Delhi,222,129,30,2,8.6,18.6,Lucknow Super Giants,field,0,34,0
Punjab Kings,Kolkata Knight Riders,Hyderabad,208,207,8,7,11.09,0.75,Kolkata Knight Riders,field,0,34,1
Chennai Super Kings,Mumbai Indians,Jaipur,188,116,52,10,10.24,8.31,Chennai Super Kings,bat,0,30,1
Gujarat Titans,Rajasthan Royals,Ahmedabad,150,75,64,9,8.04,7.03,Rajasthan Royals,field,0,50,1
Lucknow Super Giants,Mumbai Indians,Hyderabad,224,108,39,2,8.0,17.85,Mumbai Indians,field,0,27,0
Mumbai Indians,Delhi Capitals,Chandigarh,154,36,87,8,6.55,8.14,Mumbai Indians,bat,1,36,1
Royal Challengers Bangalore,Punjab Kings,Chennai,199,124,40,10,9.3,11.25,Punjab Kings,bat,0,35,1
Delhi Capitals,Mumbai Indians,Chandigarh,164,107,25,8,6.76,13.68,Delhi Capitals,field,0,52,1
Punjab Kings,Chennai Super Kings,Lucknow,149,81,58,7,7.84,7.03,Chennai Super Kings,bat,0,37,1
Punjab Kings,Royal Challengers Bangalore,Mumbai,143,104,24,3,6.5,9.75,Punjab Kings,field,0,32,0
Sunrisers Hyderabad,Gujarat Titans,Jaipur,165,106,33,10,7.31,10.73,Gujarat Titans,field,0,44,1
Mumbai Indians,Kolkata Knight Riders,Kolkata,221,64,88,10,12.0,10.7,Mumbai Indians,field,1,44,1
Gujarat Titans,Mumbai Indians,Lucknow,204,56,75,7,7.47,11.84,Mumbai Indians,bat,0,33,1
Sunrisers Hyderabad,Gujarat Titans,Chennai,195,106,60,5,10.6,8.9,Sunrisers Hyderabad,bat,0,36,1
Chennai Super Kings,Sunrisers Hyderabad,Kolkata,140,118,27,7,7.61,4.89,Sunrisers Hyderabad,bat,0,37,1
Rajasthan Royals,Delhi Capitals,Lucknow,213,68,86,10,12.0,10.12,Rajasthan Royals,field,1,39,1
Kolkata Knight Riders,Lucknow Super Giants,Mumbai,220,124,44,7,9.79,13.09,Lucknow Super Giants,bat,0,38,1
Gujarat Titans,Punjab Kings,Delhi,173,44,84,9,7.33,9.21,Gujarat Titans,field,0,44,1
Chennai Super Kings,Sunrisers Hyderabad,Delhi,174,163,24,6,10.19,2.75,Sunrisers Hyderabad,bat,0,50,1
Chennai Super Kings,Mumbai Indians,Mumbai,199,132,47,8,10.85,8.55,Mumbai Indians,bat,0,55,1
Lucknow Super Giants,Rajasthan Royals,Ahmedabad,226,86,65,5,9.38,12.92,Lucknow Super Giants,field,0,36,1
Mumbai Indians,Gujarat Titans,Lucknow,170,137,9,5,7.41,22.0,Mumbai Indians,bat,0,27,0
Lucknow Super Giants,Gujarat Titans,Delhi,210,134,43,7,10.44,10.6,Gujarat Titans,bat,0,42,1
Delhi Capitals,Lucknow Super Giants,Chennai,210,123,50,3,10.54,10.44,Lucknow Super Giants,field,0,52,1
Chennai Super Kings,Mumbai Indians,Ahmedabad,194,104,40,4,7.8,13.5,Chennai Super Kings,field,0,40,0
Gujarat Titans,Rajasthan Royals,Mumbai,168,164,4,6,8.48,6.0,Gujarat Titans,field,0,38,1
Sunrisers Hyderabad,Kolkata Knight Riders,Delhi,222,195,10,3,10.64,16.2,Sunrisers Hyderabad,bat,0,45,0
Rajasthan Royals,Mumbai Indians,Hyderabad,220,158,48,2,13.17,7.75,Rajasthan Royals,field,0,49,1
Mumbai Indians,Gujarat Titans,Lucknow,222,70,73,5,8.94,12.49,Mumbai Indians,bat,0,58,1
Sunrisers Hyderabad,Mumbai Indians,Jaipur,224,107,41,10,8.13,17.12,Sunrisers Hyderabad,bat,0,47,1
Royal Challengers Bangalore,Mumbai Indians,Lucknow,178,146,26,10,9.32,7.38,Royal Challengers Bangalore,bat,0,41,1
Gujarat Titans,Punjab Kings,Kolkata,168,33,87,9,6.0,9.31,Gujarat Titans,bat,1,33,1
Delhi Capitals,Chennai Super Kings,Kolkata,197,128,55,3,11.82,7.53,Delhi Capitals,field,0,42,1
Lucknow Super Giants,Rajasthan Royals,Chandigarh,224,178,21,7,10.79,13.14,Lucknow Super Giants,field,0,54,1
Punjab Kings,Rajasthan Royals,Delhi,165,87,61,7,8.85,7.67,Rajasthan Royals,bat,0,61,1
Chennai Super Kings,Gujarat Titans,Lucknow,190,86,71,8,10.53,8.79,Gujarat Titans,field,0,36,1
Royal Challengers Bangalore,Chennai Super Kings,Chandigarh,218,84,80,9,12.6,10.05,Royal Challengers Bangalore,field,0,35,1
Lucknow Super Giants,Sunrisers Hyderabad,Mumbai,145,140,23,2,8.66,1.3,Lucknow Super Giants,field,0,48,1
Delhi Capitals,Sunrisers Hyderabad,Lucknow,197,76,67,7,8.6,10.84,Sunrisers Hyderabad,bat,0,44,1
Kolkata Knight Riders,Lucknow Super Giants,Mumbai,199,88,72,5,11.0,9.25,Lucknow Super Giants,field,0,35,1
Rajasthan Royals,Royal Challengers Bangalore,Bangalore,217,170,18,8,10.0,15.67,Royal Challengers Bangalore,field,0,29,1
Sunrisers Hyderabad,Lucknow Super Giants,Bangalore,192,153,13,2,8.58,18.0,Sunrisers Hyderabad,field,0,43,0
Mumbai Indians,Sunrisers Hyderabad,Chennai,200,86,71,9,10.53,9.63,Mumbai Indians,field,0,43,1
Kolkata Knight Riders,Royal Challengers Bangalore,Jaipur,170,95,36,8,6.79,12.5,Royal Challengers Bangalore,field,0,41,1
Mumbai Indians,Kolkata Knight Riders,Kolkata,151,68,72,9,8.5,6.92,Mumbai Indians,bat,0,32,1
Chennai Super Kings,Rajasthan Royals,Delhi,164,87,62,5,9.0,7.45,Chennai Super Kings,bat,0,39,1
Mumbai Indians,Lucknow Super Giants,Chennai,162,58,78,6,8.29,8.0,Mumbai Indians,field,0,38,1
Royal Challengers Bangalore,Kolkata Knight Riders,Delhi,191,115,43,8,8.96,10.6,Kolkata Knight Riders,bat,0,47,1
Gujarat Titans,Royal Challengers Bangalore,Chennai,179,51,87,10,9.27,8.83,Gujarat Titans,field,1,29,1
Royal Challengers Bangalore,Lucknow Super Giants,Chennai,172,107,44,10,8.45,8.86,Royal Challengers Bangalore,bat,0,51,1
Mumbai Indians,Gujarat Titans,Lucknow,195,117,20,2,7.02,23.4,Mumbai Indians,bat,0,64,0
Chennai Super Kings,Gujarat Titans,Chandigarh,207,143,40,2,10.72,9.6,Chennai Super Kings,bat,0,58,1
Kolkata Knight Riders,Chennai Super Kings,Lucknow,161,159,21,7,9.64,0.57,Kolkata Knight Riders,bat,0,26,1
Gujarat Titans,Mumbai Indians,Lucknow,162,84,51,3,7.3,9.18,Mumbai Indians,bat,0,38,1
Royal Challengers Bangalore,Chennai Super Kings,Ahmedabad,140,134,20,2,8.04,1.8,Royal Challengers Bangalore,field,0,32,1
Gujarat Titans,Mumbai Indians,Ahmedabad,225,58,90,9,11.6,11.13,Gujarat Titans,field,1,58,1
Kolkata Knight Riders,Lucknow Super Giants,Jaipur,182,134,30,8,8.93,9.6,Lucknow Super Giants,bat,0,57,1
Gujarat Titans,Kolkata Knight Riders,Jaipur,185,62,69,7,7.29,10.7,Gujarat Titans,field,0,44,1
Gujarat Titans,Lucknow Super Giants,Chandigarh,185,71,78,6,10.14,8.77,Lucknow Super Giants,field,0,64,1
Gujarat Titans,Chennai Super Kings,Chandigarh,190,119,29,10,7.85,14.69,Chennai Super Kings,field,0,32,1
Lucknow Super Giants,Chennai Super Kings,Bangalore,170,87,44,9,6.87,11.32,Chennai Super Kings,field,0,40,1
Delhi Capitals,Sunrisers Hyderabad,Hyderabad,162,100,16,2,5.77,23.25,Delhi Capitals,bat,0,29,0
Rajasthan Royals,Gujarat Titans,Delhi,151,99,54,9,9.0,5.78,Gujarat Titans,field,0,26,1
Chennai Super Kings,Royal Challengers Bangalore,Chandigarh,229,190,21,5,11.52,11.14,Chennai Super Kings,bat,0,30,1
Lucknow Super Giants,Chennai Super Kings,Chandigarh,150,77,53,6,6.9,8.26,Chennai Super Kings,field,0,46,1
Royal Challengers Bangalore,Lucknow Super Giants,Hyderabad,169,158,26,3,10.09,2.54,Royal Challengers Bangalore,bat,0,54,1
Sunrisers Hyderabad,Punjab Kings,Delhi,165,86,53,3,7.7,8.94,Sunrisers Hyderabad,field,0,60,0
Kolkata Knight Riders,Mumbai Indians,Jaipur,142,65,72,6,8.12,6.42,Mumbai Indians,field,0,30,1
Gujarat Titans,Delhi Capitals,Delhi,160,110,36,2,7.86,8.33,Gujarat Titans,field,0,32,1
Chennai Super Kings,Kolkata Knight Riders,Hyderabad,184,74,52,6,6.53,12.69,Kolkata Knight Riders,field,0,57,0
Sunrisers Hyderabad,Rajasthan Royals,Kolkata,209,77,68,7,8.88,11.65,Rajasthan Royals,field,0,27,1
Lucknow Super Giants,Kolkata Knight Riders,Bangalore,228,63,88,9,11.81,11.25,Kolkata Knight Riders,bat,1,42,1
Kolkata Knight Riders,Sunrisers Hyderabad,Jaipur,196,125,42,2,9.62,10.14,Sunrisers Hyderabad,bat,0,64,0
Gujarat Titans,Mumbai Indians,Chennai,147,75,65,10,8.18,6.65,Mumbai Indians,field,0,27,1
Lucknow Super Giants,Delhi Capitals,Delhi,213,73,66,4,8.11,12.73,Lucknow Super Giants,field,0,34,1
Sunrisers Hyderabad,Delhi Capitals,Delhi,224,100,67,5,11.32,11.1,Delhi Capitals,field,0,52,1
Lucknow Super Giants,Chennai Super Kings,Ahmedabad,205,92,66,4,10.22,10.27,Chennai Super Kings,field,0,27,1
Mumbai Indians,Chennai Super Kings,Chandigarh,171,72,77,9,10.05,7.71,Mumbai Indians,field,0,42,1
Mumbai Indians,Lucknow Super Giants,Hyderabad,145,90,32,10,6.14,10.31,Mumbai Indians,bat,0,33,1
Royal Challengers Bangalore,Kolkata Knight Riders,Jaipur,202,139,7,9,7.38,54.0,Kolkata Knight Riders,bat,0,55,0
Delhi Capitals,Rajasthan Royals,Ahmedabad,173,162,23,6,10.02,2.87,Rajasthan Royals,field,0,39,1
Royal Challengers Bangalore,Lucknow Super Giants,Lucknow,190,104,57,9,9.9,9.05,Lucknow Super Giants,bat,0,25,1
Lucknow Super Giants,Sunrisers Hyderabad,Hyderabad,214,57,88,10,10.69,10.7,Lucknow Super Giants,field,1,49,1
Chennai Super Kings,Sunrisers Hyderabad,Ahmedabad,194,94,65,4,10.25,9.23,Sunrisers Hyderabad,field,0,47,1
Mumbai Indians,Gujarat Titans,Chennai,160,50,83,7,8.11,7.95,Gujarat Titans,field,0,31,1
Rajasthan Royals,Punjab Kings,Jaipur,169,70,61,7,7.12,9.74,Punjab Kings,field,0,31,1
Gujarat Titans,Royal Challengers Bangalore,Delhi,183,55,84,9,9.17,9.14,Gujarat Titans,field,0,27,1
Lucknow Super Giants,Chennai Super Kings,Mumbai,187,172,18,10,10.12,5.0,Chennai Super Kings,bat,0,51,1
Chennai Super Kings,Kolkata Knight Riders,Delhi,143,142,8,9,7.61,0.75,Kolkata Knight Riders,bat,0,64,1
Punjab Kings,Lucknow Super Giants,Hyderabad,190,185,20,9,11.1,1.5,Lucknow Super Giants,field,0,36,1
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,193,81,62,7,8.38,10.84,Kolkata Knight Riders,bat,0,26,1
Lucknow Super Giants,Punjab Kings,Mumbai,154,112,21,2,6.79,12.0,Punjab Kings,field,0,31,1
